monotonic_ns,timestamp_ns,time_s,status,pqr_P_rad_s,pqr_Q_rad_s,pqr_R_rad_s,acc_X_m_s2,acc_Y_m_s2,acc_Z_m_s2
105062232181,1763493711760401963,377811.650346,4128768,0.003499,0.001006,-0.001781,0.364530,-9.752392,-0.812163
105063210993,1763493711761380775,377811.651346,4128768,-0.001379,-0.001490,-0.003426,0.378947,-9.747541,-0.807439
105064212600,1763493711762382382,377811.652346,4128768,0.001470,-0.000235,-0.003837,0.380424,-9.747498,-0.797786
105065192356,1763493711763362138,377811.653346,4128768,0.003921,-0.002273,-0.000520,0.375792,-9.760300,-0.815272
105066171612,1763493711764341413,377811.654346,4128768,0.000230,-0.004765,0.001517,0.375513,-9.747467,-0.788306
105067150405,1763493711765320187,377811.655346,4128768,0.001448,-0.004754,0.001097,0.364330,-9.741117,-0.788420
105068139272,1763493711766309054,377811.656346,4128768,-0.000163,-0.000260,-0.002614,0.362778,-9.741095,-0.790012
105069118046,1763493711767287828,377811.657346,4128768,0.003087,0.000197,-0.001367,0.354811,-9.745968,-0.788495
105070113450,1763493711768283232,377811.658346,4128768,0.000630,0.000180,0.001085,0.369188,-9.753826,-0.794653
105071093206,1763493711769262988,377811.659346,4128768,-0.001394,-0.001884,-0.001375,0.362942,-9.747519,-0.797984
105072230128,1763493711770399910,377811.660346,4128768,0.001052,0.001826,0.000270,0.359753,-9.757183,-0.813756
105073208921,1763493711771378703,377811.661346,4128768,0.005155,0.002232,-0.002571,0.358188,-9.752316,-0.805926
105074187751,1763493711772357533,377811.662346,4128768,0.001462,0.000196,-0.002200,0.365954,-9.745902,-0.789949
105075181377,1763493711773351159,377811.663346,4128768,0.000653,-0.001887,-0.002616,0.370640,-9.721931,-0.790022
105076159966,1763493711774329748,377811.664346,4128768,-0.002227,-0.000636,-0.001813,0.361166,-9.736374,-0.788471
105077139926,1763493711775309708,377811.665346,4128768,0.002297,-0.002706,-0.001761,0.353281,-9.749194,-0.791684
105078119033,1763493711776288816,377811.666346,4128768,0.001458,-0.001479,-0.000949,0.364466,-9.753993,-0.791615
105079097548,1763493711777267331,377811.667346,4128768,-0.002630,-0.002715,-0.000984,0.372413,-9.752331,-0.789932
105080097897,1763493711778267679,377811.668346,4128768,0.000245,0.001394,-0.001807,0.370797,-9.745935,-0.799455
105081236745,1763493711779406527,377811.669346,4128768,-0.001020,-0.000635,-0.000580,0.381867,-9.758650,-0.785014
105082230204,1763493711780399986,377811.670346,4128768,-0.000990,-0.003122,-0.001788,0.374062,-9.742797,-0.808964
105083208423,1763493711781378205,377811.671346,4128768,0.003926,0.001000,-0.004634,0.366170,-9.747597,-0.809060
105084186827,1763493711782356628,377811.672346,4128768,-0.002182,-0.003549,-0.003013,0.372323,-9.736349,-0.801046
105085165546,1763493711783335328,377811.673346,4128768,-0.001367,-0.000651,-0.001789,0.361267,-9.736391,-0.802810
105086144191,1763493711784313973,377811.674346,4128768,-0.003886,-0.001880,0.000232,0.362975,-9.758723,-0.801131
105087122872,1763493711785292655,377811.675346,4128768,-0.004249,-0.001880,-0.001395,0.364578,-9.745968,-0.815399
105088101536,1763493711786271318,377811.676346,4128768,-0.002208,0.003469,-0.001408,0.369295,-9.742806,-0.810623
105089096291,1763493711787266074,377811.677346,4128768,0.001882,-0.001031,-0.001785,0.378822,-9.741104,-0.799457
105090097714,1763493711788267496,377811.678346,4128768,0.000636,0.000604,-0.001788,0.375635,-9.747470,-0.797876
105091093451,1763493711789263252,377811.679346,4128768,0.000683,0.001829,-0.002618,0.359794,-9.736340,-0.802870
105092230540,1763493711790400341,377811.680346,4128768,-0.000986,-0.001462,-0.001394,0.358214,-9.733150,-0.809217
105093210684,1763493711791380467,377811.681346,4128768,-0.000975,-0.000252,-0.003014,0.378905,-9.733273,-0.813802
105094189051,1763493711792358834,377811.682346,4128768,-0.001785,0.000583,-0.001807,0.356580,-9.738009,-0.806030
105095167752,1763493711793337553,377811.683346,4128768,-0.007147,0.004308,0.000596,0.361230,-9.736380,-0.802743
105096161711,1763493711794331494,377811.684346,4128768,0.002685,-0.000224,-0.000965,0.361265,-9.755547,-0.793168
105097141689,1763493711795311472,377811.685346,4128768,-0.000588,-0.000216,0.000677,0.362802,-9.741135,-0.791627
105098120130,1763493711796289913,377811.686346,4128768,0.001070,-0.000634,-0.001784,0.375526,-9.739492,-0.783622
105099098701,1763493711797268483,377811.687346,4128768,-0.000599,0.001852,0.000223,0.375697,-9.741077,-0.804268
105100100086,1763493711798269869,377811.688346,4128768,-0.000978,-0.003118,-0.001774,0.369239,-9.737921,-0.799507
105101239916,1763493711799409698,377811.689346,4128768,-0.001800,0.001825,-0.002226,0.363020,-9.758765,-0.820116
105102218542,1763493711800388343,377811.690346,4128768,-0.004652,-0.000642,-0.001815,0.358069,-9.745934,-0.802702
105103212242,1763493711801382043,377811.691346,4128768,-0.000623,0.001023,0.002701,0.358133,-9.745933,-0.809100
105104190887,1763493711802360688,377811.692346,4128768,-0.000165,-0.000636,-0.001372,0.361357,-9.741123,-0.798076
105105170458,1763493711803340240,377811.693346,4128768,0.000223,-0.001034,0.000666,0.370916,-9.736334,-0.801160
105106148991,1763493711804318774,377811.694346,4128768,-0.005044,-0.001494,-0.003041,0.369159,-9.737963,-0.796348
105107128229,1763493711805298011,377811.695346,4128768,0.001909,0.000997,-0.002614,0.370792,-9.741176,-0.797889
105108106873,1763493711806276656,377811.696346,4128768,0.002289,-0.002689,-0.001778,0.372416,-9.745914,-0.794717
105109098148,1763493711807267930,377811.697346,4128768,-0.002164,-0.003961,-0.003017,0.370824,-9.734768,-0.804318
105110100941,1763493711808270723,377811.698346,4128768,0.001850,-0.001866,0.001495,0.380349,-9.739590,-0.808919
105111238325,1763493711809408108,377811.699346,4128768,-0.002655,-0.002706,0.001062,0.372344,-9.742695,-0.789916
105112217118,1763493711810386901,377811.700346,4128768,-0.003861,-0.004358,0.000249,0.372383,-9.757035,-0.783556
105113196985,1763493711811366768,377811.701346,4128768,-0.000989,0.002658,-0.000995,0.370842,-9.757111,-0.799437
105114175704,1763493711812345486,377811.702346,4128768,-0.001428,-0.000229,0.001070,0.359666,-9.739627,-0.807508
105115154534,1763493711813324316,377811.703346,4128768,-0.000570,-0.001889,-0.002205,0.366032,-9.736368,-0.805911
105116132994,1763493711814302776,377811.704346,4128768,0.000210,0.001015,-0.001394,0.364458,-9.734766,-0.801193
105117126898,1763493711815296680,377811.705346,4128768,-0.007508,-0.001077,-0.000597,0.367582,-9.739573,-0.794797
105118105931,1763493711816275714,377811.706346,4128768,0.003059,0.000216,0.000698,0.366059,-9.749171,-0.804281
105119098131,1763493711817267914,377811.707346,4128768,-0.002229,0.000164,0.001072,0.350120,-9.738035,-0.806032
105120102091,1763493711818271873,377811.708346,4128768,-0.000567,-0.001067,-0.002198,0.372522,-9.745968,-0.807448
105121240976,1763493711819410758,377811.709346,4128768,-0.001823,-0.003101,-0.000558,0.354917,-9.750784,-0.798006
105122220250,1763493711820390033,377811.710346,4128768,0.001464,-0.000647,-0.003014,0.366173,-9.742805,-0.807558
105123199080,1763493711821368862,377811.711346,4128768,0.000652,0.001847,-0.002199,0.356687,-9.755564,-0.820201
105124203428,1763493711822373211,377811.712346,4128768,-0.001820,0.000590,-0.000581,0.356653,-9.742774,-0.810812
105125184555,1763493711823354337,377811.713346,4128768,0.005142,-0.000238,-0.000102,0.364469,-9.745920,-0.794810
105126165274,1763493711824335056,377811.714346,4128768,-0.001801,0.000593,-0.000998,0.367651,-9.744331,-0.807436
105127146140,1763493711825315941,377811.715346,4128768,0.000204,0.000988,-0.000562,0.372363,-9.744370,-0.801001
105128143970,1763493711826313753,377811.716346,4128768,0.003103,0.000202,-0.002201,0.359607,-9.741203,-0.799566
105129126004,1763493711827295805,377811.717346,4128768,0.001485,0.001788,-0.004249,0.359498,-9.739569,-0.786836
105130115815,1763493711828285598,377811.718346,4128768,-0.000128,-0.001882,-0.001791,0.346913,-9.747585,-0.788595
105131120738,1763493711829290520,377811.719346,4128768,-0.003448,-0.003138,-0.001813,0.356355,-9.725197,-0.796449
105132101753,1763493711830271535,377811.720346,4128768,0.001450,0.002251,-0.000149,0.351784,-9.741261,-0.813938
105133094879,1763493711831264680,377811.721346,4128768,0.000668,0.000172,-0.001797,0.356574,-9.741253,-0.815475
105134235171,1763493711832404954,377811.722346,4128768,-0.001765,-0.001493,-0.004257,0.363001,-9.730041,-0.818753
105135216149,1763493711833385950,377811.723346,4128768,-0.001790,-0.002713,-0.003036,0.370691,-9.741102,-0.788386
105136196850,1763493711834366632,377811.724346,4128768,0.004696,0.000631,0.002335,0.365894,-9.750727,-0.788284
105137178846,1763493711835348629,377811.725346,4128768,-0.000152,-0.000213,-0.002203,0.370761,-9.734776,-0.799532
105138174639,1763493711836344421,377811.726346,4128768,0.001898,-0.001066,-0.003825,0.367535,-9.736324,-0.790032
105139155562,1763493711837325344,377811.727346,4128768,0.002677,0.001822,-0.000957,0.372473,-9.750709,-0.804237
105140151743,1763493711838321526,377811.728346,4128768,0.002277,0.003903,-0.000578,0.364516,-9.744385,-0.801176
105141134351,1763493711839304133,377811.729346,4128768,-0.000956,0.000595,-0.001387,0.354985,-9.742830,-0.815499
105142114959,1763493711840284741,377811.730346,4128768,-0.001366,-0.002718,-0.005080,0.361337,-9.752349,-0.813760
105143103511,1763493711841273293,377811.731346,4128768,0.001058,0.000190,-0.002611,0.362944,-9.752360,-0.805841
105144242692,1763493711842412474,377811.732346,4128768,-0.001412,-0.001047,0.002723,0.349987,-9.741182,-0.791650
105145239133,1763493711843408934,377811.733346,4128768,0.000677,-0.004346,-0.002593,0.377209,-9.741164,-0.797889
105146219537,1763493711844389319,377811.734346,4128768,0.003460,0.000201,0.003537,0.369202,-9.739473,-0.785268
105147200386,1763493711845370168,377811.735346,4128768,0.002280,-0.000221,-0.002193,0.366049,-9.752325,-0.796278
105148180456,1763493711846350257,377811.736346,4128768,-0.000170,-0.002295,-0.001778,0.380236,-9.752270,-0.786588
105149162064,1763493711847331846,377811.737346,4128768,-0.004652,0.000970,-0.003469,0.363063,-9.750820,-0.818638
105150151412,1763493711848321195,377811.738346,4128768,-0.001825,0.000585,-0.000574,0.355010,-9.755544,-0.809071
105151132335,1763493711849302117,377811.739346,4128768,0.003110,-0.002285,-0.000113,0.353229,-9.752258,-0.793185
105152128461,1763493711850298243,377811.740346,4128768,-0.001836,-0.001457,0.002293,0.367606,-9.755596,-0.802566
105153110698,1763493711851280481,377811.741346,4128768,0.001045,0.002240,0.001893,0.359594,-9.741131,-0.788459
105154092028,1763493711852261792,377811.742346,4128768,-0.002228,-0.000196,0.000646,0.361287,-9.744390,-0.804334
105155231172,1763493711853400955,377811.743346,4128768,-0.003879,-0.001851,0.003522,0.366053,-9.745920,-0.797957
105156211891,1763493711854381674,377811.744346,4128768,0.001476,0.003078,0.000265,0.362727,-9.758687,-0.783567
105157193295,1763493711855363096,377811.745346,4128768,0.004320,0.001016,-0.002176,0.361330,-9.747543,-0.797998
105158173996,1763493711856343778,377811.746346,4128768,0.000263,-0.001059,-0.000977,0.353414,-9.755552,-0.805951
105159169622,1763493711857339423,377811.747346,4128768,0.001478,0.000598,-0.002621,0.375498,-9.737917,-0.794641
105160165229,1763493711858335012,377811.748346,4128768,0.001032,-0.002252,0.001911,0.367700,-9.749146,-0.796407
105161148263,1763493711859318045,377811.749346,4128768,-0.003062,0.003068,0.000226,0.367650,-9.741164,-0.801113
105162129111,1763493711860298894,377811.750346,4128768,0.001497,-0.002292,-0.002164,0.361202,-9.752285,-0.796269
105163109719,1763493711861279520,377811.751346,4128768,-0.000578,0.000599,-0.002606,0.374005,-9.736345,-0.794815
105164119901,1763493711862289702,377811.752346,4128768,-0.004672,-0.001476,-0.001817,0.362947,-9.755556,-0.801144
105165102545,1763493711863272328,377811.753346,4128768,-0.006302,-0.001477,-0.002237,0.364344,-9.733145,-0.796376
105166098431,1763493711864268232,377811.754346,4128768,-0.000586,0.000183,0.000245,0.359733,-9.745869,-0.796426
105167237668,1763493711865407450,377811.755346,4128768,-0.002601,-0.004773,-0.000552,0.365981,-9.729905,-0.786913
105168218183,1763493711866387965,377811.756346,4128768,-0.001425,0.002675,-0.001834,0.377368,-9.747525,-0.807445
105169198383,1763493711867368165,377811.757346,4128768,-0.002229,-0.002307,-0.000974,0.359886,-9.736438,-0.818758
105170185602,1763493711868355403,377811.758346,4128768,0.001867,-0.000217,-0.000549,0.374099,-9.755553,-0.807370
105171164506,1763493711869334288,377811.759346,4128768,-0.003024,-0.004359,-0.001378,0.369246,-9.741121,-0.794818
105172143151,1763493711870312933,377811.760346,4128768,-0.001403,0.001401,-0.003449,0.374096,-9.741179,-0.802702
105173136629,1763493711871306411,377811.761346,4128768,0.003924,-0.001061,-0.001344,0.366064,-9.744338,-0.805847
105174115496,1763493711872285296,377811.762346,4128768,-0.002221,-0.002283,-0.001390,0.370779,-9.745872,-0.796275
105175105733,1763493711873275515,377811.763346,4128768,-0.000996,-0.002690,-0.000558,0.369243,-9.742754,-0.796354
105176242747,1763493711874412530,377811.764346,4128768,-0.000580,-0.001060,-0.000546,0.377149,-9.752305,-0.791444
105177222614,1763493711875392397,377811.765346,4128768,-0.000168,0.001429,0.000241,0.364591,-9.755536,-0.809048
105178201241,1763493711876371023,377811.766346,4128768,-0.001410,0.002649,-0.000583,0.380389,-9.739586,-0.797840
105179180126,1763493711877349908,377811.767346,4128768,-0.002650,0.001825,-0.000182,0.370890,-9.738059,-0.807573
105180188697,1763493711878358479,377811.768346,4128768,0.000644,-0.002289,-0.001801,0.377151,-9.733213,-0.802630
105181169082,1763493711879338865,377811.769346,4128768,-0.001407,-0.003114,0.002707,0.347063,-9.746033,-0.817159
105182148042,1763493711880317824,377811.770346,4128768,0.001874,-0.002288,-0.001760,0.356584,-9.747549,-0.815474
105183126501,1763493711881296284,377811.771346,4128768,0.002262,0.001012,0.001096,0.356550,-9.741207,-0.806003
105184105757,1763493711882275558,377811.772346,4128768,-0.000571,0.003877,-0.001421,0.364373,-9.737949,-0.791595
105185242735,1763493711883412536,377811.773346,4128768,-0.000174,-0.001869,-0.000960,0.374006,-9.739550,-0.793171
105186221213,1763493711884390995,377811.774346,4128768,-0.003047,-0.000641,0.000238,0.369329,-9.747527,-0.794792
105187214672,1763493711885384455,377811.775346,4128768,-0.001762,-0.003119,-0.003435,0.365958,-9.757126,-0.791483
105188193373,1763493711886363173,377811.776346,4128768,-0.002610,-0.001476,-0.002219,0.366023,-9.753955,-0.801057
105189173369,1763493711887343170,377811.777346,4128768,0.002285,-0.000648,-0.003008,0.364526,-9.749094,-0.801121
105190166921,1763493711888336722,377811.778346,4128768,-0.001404,0.000564,-0.001804,0.364468,-9.750737,-0.805838
105191162455,1763493711889332237,377811.779346,4128768,0.000625,0.000609,-0.000969,0.377115,-9.755474,-0.800893
105192141248,1763493711890311049,377811.780346,4128768,0.003519,-0.002690,-0.001345,0.361348,-9.745995,-0.810668
105193122041,1763493711891291823,377811.781346,4128768,-0.005887,-0.000233,-0.001023,0.382020,-9.749083,-0.802562
105194114111,1763493711892283894,377811.782346,4128768,0.000262,-0.001903,-0.004243,0.369334,-9.766719,-0.804183
105195104978,1763493711893274798,377811.783346,4128768,-0.001410,0.001002,-0.000974,0.374094,-9.763500,-0.799410
105196242511,1763493711894412331,377811.784346,4128768,0.001807,-0.001428,0.003140,0.369219,-9.745958,-0.793143
105197222934,1763493711895392735,377811.785346,4128768,-0.003045,-0.000631,0.001463,0.375718,-9.747622,-0.813753
105198201893,1763493711896371694,377811.786346,4128768,-0.001412,-0.001883,-0.000570,0.372538,-9.745967,-0.804322
105199180964,1763493711897350746,377811.787346,4128768,0.003091,0.003512,-0.000974,0.369079,-9.747469,-0.775667
105200169442,1763493711898339224,377811.788346,4128768,0.001877,-0.003107,-0.001775,0.373884,-9.745833,-0.785137
105201178698,1763493711899348499,377811.789346,4128768,0.000657,-0.001041,-0.000534,0.354878,-9.755543,-0.791592
105202157639,1763493711900327421,377811.790346,4128768,0.002711,-0.000662,-0.001363,0.358164,-9.744362,-0.799641
105203136339,1763493711901306121,377811.791346,4128768,0.001085,-0.001901,-0.002192,0.362993,-9.758707,-0.812245
105204114613,1763493711902284396,377811.792346,4128768,-0.000599,-0.000230,-0.000156,0.377136,-9.723526,-0.799510
105205104684,1763493711903274485,377811.793346,4128768,0.001908,-0.001060,-0.001770,0.361140,-9.750709,-0.788341
105206242088,1763493711904411888,377811.794346,4128768,-0.002655,0.002265,0.001043,0.377215,-9.742687,-0.788354
105207146825,1763493711905316626,377811.795346,4128768,0.005119,0.002262,-0.000132,0.366058,-9.744348,-0.799537
105208135896,1763493711906305678,377811.796346,4128768,-0.001805,-0.001045,-0.001796,0.367532,-9.744236,-0.788359
105209116226,1763493711907286008,377811.797346,4128768,-0.000597,0.003457,-0.000996,0.359614,-9.745935,-0.794801
105210119223,1763493711908289023,377811.798346,4128768,-0.001388,0.000196,-0.000150,0.361337,-9.737988,-0.804391
105211111145,1763493711909280927,377811.799346,4128768,-0.000968,0.001008,-0.003034,0.364473,-9.730005,-0.804385
105212089975,1763493711910259757,377811.800346,4128768,0.004698,0.003069,0.001911,0.362926,-9.739600,-0.810678
105213228249,1763493711911398031,377811.801346,4128768,0.006764,-0.001063,-0.001748,0.367596,-9.752352,-0.796287
105214206894,1763493711912376695,377811.802346,4128768,-0.001817,-0.002695,-0.001409,0.375660,-9.744394,-0.812130
105215200446,1763493711913370247,377811.803346,4128768,0.003487,0.000596,-0.003004,0.362921,-9.744362,-0.812262
105216178813,1763493711914348614,377811.804346,4128768,0.001864,0.001417,-0.000551,0.369300,-9.744373,-0.807446
105217158810,1763493711915328592,377811.805346,4128768,-0.000166,0.001022,-0.000162,0.356374,-9.755486,-0.793155
105218137343,1763493711916307144,377811.806346,4128768,-0.000159,0.001005,-0.000570,0.361311,-9.749149,-0.804281
105219116155,1763493711917285937,377811.807346,4128768,0.003888,0.005967,-0.000979,0.362855,-9.760333,-0.794697
105220103448,1763493711918273230,377811.808346,4128768,0.003081,-0.001456,0.000687,0.382061,-9.745934,-0.812112
105221242203,1763493711919411986,377811.809346,4128768,0.004705,-0.001452,0.000294,0.383581,-9.744321,-0.805722
105222235941,1763493711920405723,377811.810346,4128768,0.002280,-0.001469,-0.000542,0.366148,-9.731630,-0.804393
105223214530,1763493711921384312,377811.811346,4128768,0.001868,-0.002701,-0.000544,0.354995,-9.758772,-0.801160
105224193601,1763493711922363383,377811.812346,4128768,0.004293,-0.000634,-0.000130,0.367775,-9.745997,-0.813801
105225172875,1763493711923342546,377811.813346,4128768,0.000251,0.000979,-0.002201,0.362797,-9.737946,-0.797987
105226151483,1763493711924321265,377811.814346,4128768,0.002701,0.005574,-0.001382,0.362857,-9.745934,-0.805873
105227130350,1763493711925300132,377811.815346,4128768,0.005093,-0.001850,0.003983,0.356526,-9.742805,-0.802790
105228130754,1763493711926300536,377811.816346,4128768,-0.000159,-0.004340,0.000283,0.372449,-9.739481,-0.794803
105229125825,1763493711927295607,377811.817346,4128768,0.004346,-0.000633,-0.002170,0.366026,-9.739493,-0.788488
105230132562,1763493711928302215,377811.818346,4128768,0.003117,0.000581,-0.005463,0.359682,-9.747577,-0.797956
105231112188,1763493711929281970,377811.819346,4128768,0.000230,0.000178,-0.000978,0.353431,-9.742862,-0.809198
105232100518,1763493711930270319,377811.820346,4128768,0.001066,0.000585,-0.003427,0.369218,-9.734734,-0.797977
105233238070,1763493711931407852,377811.821346,4128768,0.000676,-0.003540,-0.005054,0.383713,-9.741074,-0.801140
105234217085,1763493711932386738,377811.822346,4128768,0.003902,0.005956,-0.000569,0.378902,-9.731535,-0.812252
105235195693,1763493711933365475,377811.823346,4128768,0.003922,-0.000199,-0.002179,0.373888,-9.739480,-0.789911
105236184652,1763493711934354453,377811.824346,4128768,0.001483,-0.001468,-0.000961,0.361174,-9.745914,-0.786791
105237164668,1763493711935334450,377811.825346,4128768,0.001063,0.001412,-0.000146,0.364359,-9.737911,-0.788424
105238143220,1763493711936313002,377811.826346,4128768,0.003900,0.000196,0.000674,0.372459,-9.757103,-0.801005
105239121920,1763493711937291721,377811.827346,4128768,-0.000570,0.000153,-0.001798,0.364362,-9.745892,-0.789967
105240123991,1763493711938293773,377811.828346,4128768,0.000241,0.001014,-0.002222,0.361219,-9.744259,-0.789987
105241116839,1763493711939286622,377811.829346,4128768,0.003080,0.000186,-0.000554,0.372338,-9.738020,-0.804150
105242095817,1763493711940265600,377811.830346,4128768,0.000205,-0.005985,0.002328,0.375684,-9.750751,-0.815276
105243099573,1763493711941269374,377811.831346,4128768,0.001860,0.001007,-0.000566,0.362802,-9.739570,-0.799584
105244237144,1763493711942406926,377811.832346,4128768,0.000247,-0.002703,-0.000555,0.370719,-9.733108,-0.788419
105245217344,1763493711943387126,377811.833346,4128768,0.003526,0.000984,-0.002176,0.370757,-9.757136,-0.788287
105246196063,1763493711944365845,377811.834346,4128768,0.000644,-0.001868,-0.000968,0.362765,-9.736316,-0.777445
105247174634,1763493711945344434,377811.835346,4128768,-0.000116,0.000180,-0.004652,0.357962,-9.733099,-0.783773
105248153260,1763493711946323061,377811.836346,4128768,-0.000984,-0.001051,-0.001795,0.362750,-9.745934,-0.789931
105249133312,1763493711947303113,377811.837346,4128768,-0.000152,-0.001483,-0.002192,0.372476,-9.750767,-0.805841
105250141494,1763493711948311276,377811.838346,4128768,0.001070,-0.002718,-0.003813,0.364250,-9.741121,-0.785148
105251121009,1763493711949290791,377811.839346,4128768,0.000656,0.000193,-0.001381,0.358136,-9.744350,-0.798024
105252100209,1763493711950269992,377811.840346,4128768,-0.001392,0.000157,-0.001389,0.380465,-9.749157,-0.808953
105253238150,1763493711951407932,377811.841346,4128768,-0.000192,-0.000212,-0.000562,0.377288,-9.744329,-0.802646
105254216443,1763493711952386225,377811.842346,4128768,0.002693,-0.002283,-0.002580,0.374179,-9.763556,-0.807370
105255194958,1763493711953364740,377811.843346,4128768,0.001857,0.003108,0.002313,0.370816,-9.747568,-0.801046
105256173158,1763493711954342941,377811.844346,4128768,0.001470,0.001027,-0.000983,0.363000,-9.731535,-0.809225
105257166877,1763493711955336678,377811.845346,4128768,-0.000589,0.003059,-0.000579,0.356625,-9.753984,-0.812330
105258145615,1763493711956315397,377811.846346,4128768,0.003895,-0.000208,-0.000133,0.362817,-9.750655,-0.785241
105259311629,1763493711957481430,377811.847346,4128768,0.001050,0.000578,-0.002203,0.362739,-9.739517,-0.788408
105260142645,1763493711958312427,377811.848346,4128768,0.000671,0.000991,-0.003854,0.354846,-9.742736,-0.794834
105261124086,1763493711959293757,377811.849346,4128768,-0.001015,-0.001423,0.003106,0.361255,-9.744345,-0.797975
105262117416,1763493711960287069,377811.850346,4128768,0.001031,0.000194,0.000683,0.358073,-9.749174,-0.802713
105263096302,1763493711961265973,377811.851346,4128768,-0.000952,0.000583,-0.004254,0.369325,-9.745943,-0.815431
105264115335,1763493711962285025,377811.852346,4128768,-0.002243,-0.001865,0.001064,0.364538,-9.739589,-0.809134
105265099480,1763493711963269262,377811.853346,4128768,-0.000147,0.000161,-0.001795,0.359765,-9.757156,-0.794843
105266236772,1763493711964406555,377811.854346,4128768,0.001489,0.002236,-0.003434,0.364466,-9.753973,-0.802686
105267215473,1763493711965385255,377811.855346,4128768,0.000631,-0.002284,-0.000946,0.364439,-9.745985,-0.797942
105268194006,1763493711966363789,377811.856346,4128768,0.000632,0.001444,-0.000979,0.366017,-9.749125,-0.788375
105269173892,1763493711967343674,377811.857346,4128768,0.001922,-0.000662,-0.004224,0.364562,-9.749180,-0.809033
105270180129,1763493711968349912,377811.858346,4128768,-0.000996,-0.003520,-0.000957,0.361261,-9.736336,-0.793280
105271197348,1763493711969367130,377811.859346,4128768,-0.002641,-0.002290,0.000242,0.361208,-9.752344,-0.799477
105272176400,1763493711970346183,377811.860346,4128768,-0.002609,0.000174,-0.001000,0.361368,-9.752378,-0.809087
105273156341,1763493711971326124,377811.861346,4128768,-0.001808,-0.001474,0.001072,0.372535,-9.731565,-0.812277
105274135246,1763493711972305046,377811.862346,4128768,-0.002231,-0.004353,0.000666,0.369256,-9.729977,-0.802762
105275114279,1763493711973284062,377811.863346,4128768,-0.002619,-0.001062,-0.000972,0.364418,-9.745872,-0.793164
105276102702,1763493711974272503,377811.864346,4128768,-0.001804,-0.004775,-0.000969,0.382031,-9.760303,-0.800907
105277240605,1763493711975410406,377811.865346,4128768,-0.003858,-0.000674,-0.001818,0.373911,-9.747479,-0.793051
105278234139,1763493711976403940,377811.866346,4128768,-0.000143,-0.000641,-0.004669,0.370700,-9.745825,-0.788294
105279212284,1763493711977382085,377811.867346,4128768,0.001072,-0.003519,0.000278,0.378662,-9.749025,-0.778740
105280209003,1763493711978378785,377811.868346,4128768,0.000632,-0.001873,-0.001771,0.367712,-9.755520,-0.794711
105281235758,1763493711979405541,377811.869346,4128768,-0.003461,-0.000614,0.001049,0.375795,-9.760311,-0.810560
105282214607,1763493711980384408,377811.870346,4128768,-0.002219,0.004294,-0.002641,0.345305,-9.728354,-0.799734
105283193011,1763493711981362812,377811.871346,4128768,-0.005083,-0.003121,-0.001001,0.345327,-9.750759,-0.790120
105284171823,1763493711982341623,377811.872346,4128768,-0.001426,-0.001472,0.000261,0.362921,-9.750809,-0.807474
105285164097,1763493711983333879,377811.873346,4128768,-0.005479,0.001826,-0.002232,0.358128,-9.742811,-0.801188
105286143316,1763493711984313098,377811.874346,4128768,-0.000980,-0.001079,-0.001361,0.381984,-9.753948,-0.797772
105287130442,1763493711985299891,377811.875346,4128768,-0.001405,-0.000228,0.000256,0.370778,-9.741077,-0.793149
105288124550,1763493711986294221,377811.876346,4128768,-0.003431,-0.001065,-0.001818,0.375622,-9.747559,-0.793104
105289103584,1763493711987273366,377811.877346,4128768,-0.003819,-0.005215,-0.003423,0.363007,-9.750766,-0.807535
105290107932,1763493711988277714,377811.878346,4128768,0.000240,-0.001868,-0.000555,0.353313,-9.752372,-0.797970
105291100317,1763493711989270100,377811.879346,4128768,0.001885,-0.003533,-0.003413,0.378670,-9.736300,-0.785165
105292094888,1763493711990264670,377811.880346,4128768,0.001063,-0.002302,-0.001375,0.374100,-9.747535,-0.805812
105293231921,1763493711991401722,377811.881346,4128768,-0.003434,0.001421,-0.002223,0.378891,-9.744335,-0.815288
105294210770,1763493711992380552,377811.882346,4128768,-0.001755,0.000974,-0.006312,0.362889,-9.752342,-0.796363
105295189711,1763493711993359493,377811.883346,4128768,-0.001418,-0.002687,0.002297,0.364382,-9.741161,-0.794794
105296168171,1763493711994337953,377811.884346,4128768,0.001480,-0.000228,-0.003423,0.374196,-9.744419,-0.815400
105297147519,1763493711995317301,377811.885346,4128768,-0.000186,-0.000240,0.000242,0.380513,-9.753930,-0.812097
105298125757,1763493711996295557,377811.886346,4128768,-0.001382,0.003058,-0.001823,0.370844,-9.749115,-0.804220
105299131031,1763493711997300832,377811.887346,4128768,0.000251,0.000204,-0.003042,0.375683,-9.745951,-0.804237
105300147620,1763493711998317402,377811.888346,4128768,-0.001809,-0.003534,-0.000971,0.377228,-9.753901,-0.796231
105301128154,1763493711999297936,377811.889346,4128768,-0.001423,0.000590,-0.000579,0.366132,-9.747614,-0.810651
105302106854,1763493712000276636,377811.890346,4128768,-0.003419,-0.003123,-0.004246,0.366130,-9.742744,-0.813858
105303096925,1763493712001266726,377811.891346,4128768,-0.001814,-0.001883,-0.000576,0.369135,-9.733147,-0.796341
105304234328,1763493712002404111,377811.892346,4128768,-0.000125,-0.001067,-0.006704,0.359581,-9.734783,-0.802746
105305214862,1763493712003384663,377811.893346,4128768,-0.007499,0.000565,-0.004702,0.375492,-9.744301,-0.800967
